#time,probability
0,0
2,0
4,0.5597086
6,0.7106458
8,0.8004146
10,0.8597086
12,0.8996574
14,0.9273838
16,0.9470298
18,0.9609886
20,0.9711064
22,0.978512
24,0.984016
26,0.988022
28,0.9910664
30,0.9932514
32,0.99493
34,0.9961688
36,0.9971076
38,0.9977856
40,0.9983302
42,0.9987404
44,0.999046
46,0.999269
48,0.9994324
50,0.9995722
52,0.9996746
54,0.9997606
56,0.9998188
58,0.9998692
60,0.9998958
62,0.99992
64,0.999938
66,0.9999532
68,0.9999648
70,0.9999722
72,0.9999776
74,0.9999826
76,0.9999858
78,0.9999876
80,0.9999914
82,0.9999934
84,0.9999948
86,0.9999962
88,0.9999978
90,0.999998
92,0.999998
94,0.9999984
96,0.999999
98,0.999999
100,0.999999
102,0.9999994
104,0.9999996
106,0.9999998
108,1
110,0.9999998
112,0.9999998
114,0.9999998
116,0.9999998
118,1
120,1
122,1
124,1
126,1
128,1
130,1
132,1
134,1
136,1
138,1
140,1
142,1
144,1
146,1
148,1
150,1
152,1
154,1
156,1
158,1
160,1
162,1
164,1
166,1
168,1
170,1
172,1
174,1
176,1
178,1
180,1
182,1
184,1
186,1
188,1
190,1
192,1
194,1
196,1
198,1
200,1
202,1
204,1
206,1
208,1
210,1
212,1
214,1
216,1
218,1
220,1
222,1
224,1
226,1
228,1
230,1
232,1
234,1
236,1
238,1
240,1
242,1
244,1
246,1
248,1
250,1
